LIDER|5||LEBES|39|149|A|SSR|25022013084252|AGSCHUCH|08032013055347
SEGUNDA|5||LEBES|39|149|A|SSR|25022013084301|AGSCHUCH|08032013055358
PRECO|5||LEBES|39|149|A|SSR|25022013084311|AGSCHUCH|08032013055354
LIDER|4||LEBES|2|500|A|SSR|25022013084252|AGSCHUCH|08032013055347
SEGUNDA|4||LEBES|2|500|A|SSR|25022013084301|AGSCHUCH|08032013055358
PRECO|4||LEBES|2|500|A|SSR|25022013084311|AGSCHUCH|08032013055354
LIDER|4||LEBES|50|100|A|SSR|25022013084252|AGSCHUCH|08032013055347
SEGUNDA|4||LEBES|50|100|A|SSR|25022013084301|AGSCHUCH|08032013055358
PRECO|4||LEBES|50|100|A|SSR|25022013084311|AGSCHUCH|08032013055354
