EV00000025||EV00000025|REVISTA_MENSAL|06032013000000|06032013000000|0|0|A|LMR|05032013145615||
EV00000027||EV00000027|REVISTA_MENSAL|10032013000000|13032013000000|0|0|A|LMR|05032013155232||
EV00000002||Markdowns Março|REMARCACAO|01032013000000|31032013000000|0|0|A|SSR|22022013214619||
EV00000044||Evento Pascoa|REVISTA_MENSAL|14032013000000|31032013000000|0|0|A|LMR|12032013135344||
EV00000026||EV00000026|REVISTA_MENSAL|05032013000000|06032013000000|0|0|A|LMR|05032013151023|LMR|05032013152844
